Index,Nameplate kg/d,Technology,Year,Nameplate Capacity [kg/yr],Maximum Utilization [kg/kg],Production?,Lifetime [yr],Scaling Exponent,Capital Cost [$],Capital Cost [$/km],Capital Cost [$/km2],Capital recovery factor,Fixed Operating Cost [fraction of OvernightCapCost/y],Fixed Operating Cost [fraction of OvernightCapCost/km-y],Variable Operating Cost [$/kg],Variable Operating Cost [$/km/kg],Storage [kg],Storage [kg/km],Storage [kg/km2],Storage [kg/km3],Final year of technology availability,Reference,Storage Technology,,%CO2 Sequestration,Aannualized replacement costs % of CapEx,Technology description,Default Size (kg/d)
1418,894167,LH2 Pipeline (transmission),2015,326370971,1,No,50,0.51211478,0,1892518.354,0,0.060535701,0.030634645,0,0,0,0,,,,,HDSAM 3.1 Lifetime = 50 years based on: https://www.energy.gov/eere/fuelcells/doe-technical-targets-hydrogen-delivery,,,0,0,,
1419,2825976,LH2 Pipeline (transmission),2015,1031481261,1,No,50,1,0,3411688.476,0,0.060535701,0.028277191,0,0,0,0,,,,,HDSAM 3.1 Lifetime = 50 years based on: https://www.energy.gov/eere/fuelcells/doe-technical-targets-hydrogen-delivery,,,0,0,,
1420,2850,Linepack pipeline (transmission),2015,1040250,1,No,50,0.6,-1172742.556,417262.3428,80.24300344,0.060535701,0.033136236,0,0,0,0,10.80731881,0.033709505,-1.12E-05,0,HDSAM 3 costs and ASPEN analysis for line packing from 350psia to 1000 psia,,,0,0,,
1421,5054,Linepack pipeline (transmission),2015,1844710,1,No,50,0.6,-1385691.923,453783.7188,100.5731798,0.060535701,0.035881065,0,0,0,0,16.61588688,0.051716922,-1.72E-05,0,HDSAM 3 costs and ASPEN analysis for line packing from 350psia to 1000 psia,,,0,0,,
1422,8975,Linepack pipeline (transmission),2015,3275875,1,No,50,0.6,-1633168.769,500110.2669,125.9113811,0.060535701,0.036335168,0,0,0,0,25.68787102,0.079189565,-2.62E-05,0,HDSAM 3 costs and ASPEN analysis for line packing from 350psia to 1000 psia,,,0,0,,
1423,28338,Linepack pipeline (transmission),2015,10343370,1,No,50,0.6,-2080209.427,632061.5892,202.4375392,0.060535701,0.035400067,0,0,0,0,61.32841154,0.188067822,-6.26E-05,0,HDSAM 3 costs and ASPEN analysis for line packing from 350psia to 1000 psia,,,0,0,,
1424,89532,Linepack pipeline (transmission),2015,32679180,1,No,50,0.6,-2249404.391,847551.923,346.0970841,0.060535701,0.034357573,0,0,0,0,146.1825348,0.451940621,-0.000152595,0,HDSAM 3 costs and ASPEN analysis for line packing from 350psia to 1000 psia,,,0,0,,
1425,282931,Linepack pipeline (transmission),2015,103269815,1,No,50,0.6,-543150.75,1208999.125,604.7125645,0.060535701,0.033053816,0,0,0,0,353.2986726,1.075084187,-0.000362441,0,HDSAM 3 costs and ASPEN analysis for line packing from 350psia to 1000 psia,,,0,0,,
1426,894167,Linepack pipeline (transmission),2015,326370955,1,No,50,0.6,6410351.544,1829080.977,1270.976814,0.060535701,0.030634645,0,0,0,0,856.2637834,2.563011088,-0.000852295,0,HDSAM 3 costs and ASPEN analysis for line packing from 350psia to 1000 psia,,,0,0,,
1427,2825976,Linepack pipeline (transmission),2015,1031481240,1,No,50,1,29274317.37,2930727.612,4080.980577,0.060535701,0.028277191,0,0,0,0,2070.895367,6.186677226,-0.002076799,0,HDSAM 3 costs and ASPEN analysis for line packing from 350psia to 1000 psia,,,0,0,,
1428,150,LH2 Station (350bar),2015,54750,1,No,20,0.058565443,2430949.568,0,0,0.084859127,0.133389981,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1429,500,LH2 Station (350bar),2015,182500,1,No,20,0.151962366,2608546.45,0,0,0.084859127,0.137055686,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1430,1000,LH2 Station (350bar),2015,365000,1,No,20,0,2898303.125,0,0,0.084859127,0.13953983,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1431,1500,LH2 Station (350bar),2015,547500,1,No,20,0.402226207,2890974.198,0,0,0.084859127,0.143355568,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1432,2000,LH2 Station (350bar),2015,730000,1,No,20,0.082432985,3245621.336,0,0,0.084859127,0.144879947,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1433,3000,LH2 Station (350bar),2015,1095000,1,No,20,1,3355935.288,0,0,0.084859127,0.147143885,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1434,4000,LH2 Station (350bar),2015,1460000,1,No,20,0.115626072,6624659.252,0,0,0.084859127,0.116487258,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1435,5600,LH2 Station (350bar),2015,2044000,1,No,20,0.446715942,6887470.559,0,0,0.084859127,0.119510654,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1436,7600,LH2 Station (350bar),2015,2774000,1,No,20,0.294556238,7894156.097,0,0,0.084859127,0.116628528,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1437,10500,LH2 Station (350bar),2015,3832500,1,No,20,0.959930219,8682689.087,0,0,0.084859127,0.115807337,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1438,14490,LH2 Station (350bar),2015,5288850,1,No,20,0.359582969,11828465.62,0,0,0.084859127,0.110429571,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1439,22000,LH2 Station (350bar),2015,8030000,1,No,20,1,13744860.23,0,0,0.084859127,0.108689465,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1440,150,LH2 Station (350bar),2020,54750,1,No,20,0.061083323,1939135.002,0,0,0.084859127,0.154009612,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1441,500,LH2 Station (350bar),2020,182500,1,No,20,0.162301417,2087119.025,0,0,0.084859127,0.158684992,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1442,1000,LH2 Station (350bar),2020,365000,1,No,20,0,2335634.125,0,0,0.084859127,0.161171741,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1443,1500,LH2 Station (350bar),2020,547500,1,No,20,0.362813767,2329044.397,0,0,0.084859127,0.166240094,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1444,2000,LH2 Station (350bar),2020,730000,1,No,20,0.093303123,2585278.063,0,0,0.084859127,0.16856054,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1445,3000,LH2 Station (350bar),2020,1095000,1,No,20,1,2684955.705,0,0,0.084859127,0.170968798,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1446,4000,LH2 Station (350bar),2020,1460000,1,No,20,0.095234798,5276261.092,0,0,0.084859127,0.129848556,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1447,5600,LH2 Station (350bar),2020,2044000,1,No,20,0.434490695,5448070.917,0,0,0.084859127,0.13362415,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1448,7600,LH2 Station (350bar),2020,2774000,1,No,20,0.284587663,6221102.059,0,0,0.084859127,0.129811808,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1449,10500,LH2 Station (350bar),2020,3832500,1,No,20,0.941145831,6820504.824,0,0,0.084859127,0.128620717,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1450,14490,LH2 Station (350bar),2020,5288850,1,No,20,0.351198442,9235557.986,0,0,0.084859127,0.121449524,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1451,22000,LH2 Station (350bar),2020,8030000,1,No,20,1,10694352.27,0,0,0.084859127,0.119101563,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1452,150,LH2 Station (350bar),2025,54750,1,No,20,0.065295305,1447320.437,0,0,0.084859127,0.174629244,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1453,500,LH2 Station (350bar),2025,182500,1,No,20,0.17936409,1565691.6,0,0,0.084859127,0.180314298,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1454,1000,LH2 Station (350bar),2025,365000,1,No,20,0,1772965.124,0,0,0.084859127,0.182803652,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1455,1500,LH2 Station (350bar),2025,547500,1,No,20,0.297356195,1767114.596,0,0,0.084859127,0.189124619,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1456,2000,LH2 Station (350bar),2025,730000,1,No,20,0.111523399,1924934.789,0,0,0.084859127,0.192241133,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1457,3000,LH2 Station (350bar),2025,1095000,1,No,20,1,2013976.122,0,0,0.084859127,0.194793712,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1458,4000,LH2 Station (350bar),2025,1460000,1,No,20,0.060523089,3927862.931,0,0,0.084859127,0.143209854,0,0,0,0,0,0,0,0,"HDRSAM, production volume Mid",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1459,5600,LH2 Station (350bar),2025,2044000,1,No,20,0.413378803,4008671.276,0,0,0.084859127,0.147737646,0,0,0,0,0,0,0,0,"HDRSAM, production volume Mid",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1460,7600,LH2 Station (350bar),2025,2774000,1,No,20,0.26720834,4548048.02,0,0,0.084859127,0.142995088,0,0,0,0,0,0,0,0,"HDRSAM, production volume Mid",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1461,10500,LH2 Station (350bar),2025,3832500,1,No,20,0.907975562,4958320.562,0,0,0.084859127,0.141434096,0,0,0,0,0,0,0,0,"HDRSAM, production volume Mid",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1462,14490,LH2 Station (350bar),2025,5288850,1,No,20,0.336195176,6642650.352,0,0,0.084859127,0.132469476,0,0,0,0,0,0,0,0,"HDRSAM, production volume Mid",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1463,22000,LH2 Station (350bar),2025,8030000,1,No,20,1,7643844.305,0,0,0.084859127,0.129513662,0,0,0,0,0,0,0,0,"HDRSAM, production volume Mid",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1464,150,LH2 Station (350bar),2030,54750,1,No,20,0.066238996,1308826.77,0,0,0.084859127,0.185475033,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1465,500,LH2 Station (350bar),2030,182500,1,No,20,0.184370684,1417480.628,0,0,0.084859127,0.191694373,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1466,1000,LH2 Station (350bar),2030,365000,1,No,20,0,1610713.277,0,0,0.084859127,0.194099485,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1467,1500,LH2 Station (350bar),2030,547500,1,No,20,0.278805389,1605137.584,0,0,0.084859127,0.201076886,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1468,2000,LH2 Station (350bar),2030,730000,1,No,20,0.117801112,1739185.303,0,0,0.084859127,0.204750642,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1469,3000,LH2 Station (350bar),2030,1095000,1,No,20,1,1824272.044,0,0,0.084859127,0.207267248,0,0,0,0,0,0,0,0,HDSAM,,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1470,4000,LH2 Station (350bar),2030,1460000,1,No,20,0.051403632,3539194.713,0,0,0.084859127,0.150548383,0,0,0,0,0,0,0,0,"HDRSAM, production volume High",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1471,5600,LH2 Station (350bar),2030,2044000,1,No,20,0.405769133,3600940.69,0,0,0.084859127,0.155507563,0,0,0,0,0,0,0,0,"HDRSAM, production volume High",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1472,7600,LH2 Station (350bar),2030,2774000,1,No,20,0.261779657,4075973.285,0,0,0.084859127,0.150321769,0,0,0,0,0,0,0,0,"HDRSAM, production volume High",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1473,10500,LH2 Station (350bar),2030,3832500,1,No,20,0.895882014,4435870.238,0,0,0.084859127,0.14858856,0,0,0,0,0,0,0,0,"HDRSAM, production volume High",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1474,14490,LH2 Station (350bar),2030,5288850,1,No,20,0.330527617,5919622.211,0,0,0.084859127,0.138720845,0,0,0,0,0,0,0,0,"HDRSAM, production volume High",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1475,22000,LH2 Station (350bar),2030,8030000,1,No,20,1,6795737.485,0,0,0.084859127,0.135477183,0,0,0,0,0,0,0,0,"HDRSAM, production volume High",,,0,0.033,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense gaseous hydrogen into vehicles at 350 bar pressure.,
1476,200,LH2 Cryo Station (10bar),2015,73000,1,No,20,0.111742226,820294.2313,0,0,0.084859127,0.237058471,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense cryogenic liquid hydrogen into vehicles at 10 bar pressure.,
1477,480,LH2 Cryo Station (10bar),2015,175200,1,No,20,0.216099382,904597.343,0,0,0.084859127,0.235562093,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense cryogenic liquid hydrogen into vehicles at 10 bar pressure.,
1478,960,LH2 Cryo Station (10bar),2015,350400,1,No,20,0,1050770.094,0,0,0.084859127,0.228734525,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense cryogenic liquid hydrogen into vehicles at 10 bar pressure.,
1479,2000,LH2 Cryo Station (10bar),2015,730000,1,No,20,0.689709946,1050770.094,0,0,0.084859127,0.237649188,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense cryogenic liquid hydrogen into vehicles at 10 bar pressure.,
1480,3000,LH2 Cryo Station (10bar),2015,1095000,1,No,20,1.025992223,1389823.327,0,0,0.084859127,0.238435926,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense cryogenic liquid hydrogen into vehicles at 10 bar pressure.,
1481,4000,LH2 Cryo Station (10bar),2015,1460000,1,No,20,0,1867006.237,0,0,0.084859127,0.218743246,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense cryogenic liquid hydrogen into vehicles at 10 bar pressure.,
1482,5600,LH2 Cryo Station (10bar),2015,2044000,1,No,20,0,1867006.237,0,0,0.084859127,0.221866631,0,0,0,0,0,0,0,0,"HDRSAM, production volume Low",,,0,0,Vehicle refueling station supplied with hydrogen via liquid tube trailer and designed to dispense cryogenic liquid hydrogen into vehicles at 10 bar pressure.,
